,From,To,Day,Month,Distance,Occupancy,Fuel_Cost,Ground_Cost,Price
453,2,1,5,4,1717.93,76,6699.927,1400,1818.984706
454,1,3,5,6,2079.0,86,8108.1,1770,2530.956522
455,1,3,7,5,2079.0,92,8108.1,1770,3465.0
456,1,3,2,3,2079.0,80,8108.1,1770,2158.961538
457,5,7,5,6,1363.71,86,5318.469,1850,1684.582941
458,7,2,7,5,1561.76,94,6090.864,1925,3235.074286
459,1,3,7,6,2079.0,98,8108.1,1770,3969.0
460,1,3,4,3,2079.0,81,8108.1,1770,2238.923077
461,2,1,7,1,1717.93,100,6699.927,1400,3595.667442
462,1,3,4,4,2079.0,84,8108.1,1770,2436.328125
463,2,1,3,9,1717.93,89,6699.927,1400,2186.456364
464,7,2,7,6,1561.76,97,6090.864,1925,2602.933333
465,7,2,5,12,1561.76,81,6090.864,1925,2231.085714
466,7,2,2,6,1561.76,82,6090.864,1925,1582.864865
467,1,3,6,9,2079.0,90,8108.1,1770,2306.835616
468,1,3,1,3,2079.0,98,8108.1,1770,3981.06383
469,2,1,3,3,1717.93,75,6699.927,1400,2034.390789
470,1,3,5,3,2079.0,90,8108.1,1770,2289.531646
471,1,3,4,3,2079.0,84,8108.1,1770,2252.25
472,1,3,2,6,2079.0,79,8108.1,1770,2658.393443
473,1,3,2,6,2079.0,89,8108.1,1770,2281.829268
474,2,1,3,9,1717.93,78,6699.927,1400,1546.137
475,1,3,1,3,2079.0,96,8108.1,1770,3582.957447
476,2,1,4,3,1717.93,81,6699.927,1400,2405.102
477,7,2,7,5,1561.76,98,6090.864,1925,2440.25
478,2,1,2,3,1717.93,87,6699.927,1400,1679.324831
479,1,3,3,5,2079.0,89,8108.1,1770,3014.55
480,7,2,6,12,1561.76,75,6090.864,1925,1874.112
481,1,3,7,5,2079.0,90,8108.1,1770,3436.714286
482,7,2,6,5,1561.76,85,6090.864,1925,1976.6025
483,1,3,5,9,2079.0,83,8108.1,1770,2728.6875
484,7,2,1,4,1561.76,100,6090.864,1925,2691.54383
485,5,7,2,6,1363.71,84,5318.469,1850,1625.243425
486,2,1,5,1,1717.93,82,6699.927,1400,2454.185714
487,7,2,7,5,1561.76,94,6090.864,1925,3279.696
488,5,7,1,1,1363.71,92,5318.469,1850,2301.260625
489,2,1,2,3,1717.93,79,6699.927,1400,1741.14527
490,2,1,5,1,1717.93,79,6699.927,1400,2112.209016
491,1,3,6,1,2079.0,85,8108.1,1770,2281.829268
492,1,3,2,6,2079.0,85,8108.1,1770,2740.5
493,1,3,5,6,2079.0,77,8108.1,1770,2268.0
494,1,3,5,3,2079.0,84,8108.1,1770,2475.0
495,7,2,4,6,1561.76,88,6090.864,1925,1353.525333
496,1,3,5,6,2079.0,90,8108.1,1770,1953.759036
497,1,3,6,1,2079.0,83,8108.1,1770,2475.0
498,7,2,4,5,1561.76,90,6090.864,1925,1619.602963
499,1,3,6,12,2079.0,85,8108.1,1770,2102.359551
500,2,1,6,9,1717.93,75,6699.927,1400,1982.226923
501,4,6,4,3,623.48,88,2431.572,1950,537.4827586
502,1,3,7,5,2079.0,97,8108.1,1770,3660.847826
503,1,3,5,6,2079.0,83,8108.1,1770,2107.094595
504,1,3,1,3,2079.0,96,8108.1,1770,3712.5
505,4,6,2,5,623.48,85,2431.572,1950,537.4827586
506,1,3,3,9,2079.0,87,8108.1,1770,1792.241379
507,5,7,5,9,1363.71,83,5318.469,1850,1222.636552
508,7,2,3,5,1561.76,85,6090.864,1925,1544.012727
509,1,3,1,1,2079.0,96,8108.1,1770,3685.5
510,2,1,5,1,1717.93,90,6699.927,1400,2047.396027
511,4,6,3,9,623.48,75,2431.572,1950,615.2763158
512,2,1,5,3,1717.93,88,6699.927,1400,2233.309
513,7,2,4,6,1561.76,86,6090.864,1925,1756.98
514,1,3,5,6,2079.0,77,8108.1,1770,2436.328125
515,1,3,1,3,2079.0,97,8108.1,1770,3508.3125
516,5,7,2,5,1363.71,89,5318.469,1850,1569.200548
517,1,3,4,5,2079.0,87,8108.1,1770,1984.5
518,1,3,5,3,2079.0,84,8108.1,1770,1958.127907
519,2,1,7,4,1717.93,99,6699.927,1400,3249.128478
520,1,3,1,3,2079.0,91,8108.1,1770,3638.25
521,1,3,1,4,2079.0,96,8108.1,1770,3626.162791
522,1,3,2,5,2079.0,77,8108.1,1770,2079.0
523,5,7,3,5,1363.71,78,5318.469,1850,1272.796
524,2,1,5,3,1717.93,77,6699.927,1400,1976.796164
525,7,2,7,1,1561.76,90,6090.864,1925,3313.978537
526,1,3,2,5,2079.0,86,8108.1,1770,1930.5
527,1,3,2,5,2079.0,88,8108.1,1770,2444.22973
528,2,1,6,5,1717.93,78,6699.927,1400,1656.575357
529,1,3,4,4,2079.0,87,8108.1,1770,2328.48
530,7,2,4,6,1561.76,90,6090.864,1925,1779.220253
531,1,3,7,6,2079.0,93,8108.1,1770,4306.5
532,1,3,5,6,2079.0,89,8108.1,1770,1863.931034
533,7,2,1,3,1561.76,91,6090.864,1925,2788.857143
534,7,2,4,6,1561.76,85,6090.864,1925,2037.078261
535,7,2,5,9,1561.76,81,6090.864,1925,1703.738182
536,2,1,2,6,1717.93,86,6699.927,1400,1982.226923
537,5,7,5,1,1363.71,75,5318.469,1850,1611.657273
538,2,1,3,6,1717.93,83,6699.927,1400,1781.557037
539,7,2,6,1,1561.76,86,6090.864,1925,1749.1712
540,7,2,7,5,1561.76,100,6090.864,1925,2537.86
541,7,2,4,4,1561.76,83,6090.864,1925,1913.705915
542,1,3,2,6,2079.0,83,8108.1,1770,2283.971831
543,7,2,1,3,1561.76,96,6090.864,1925,2900.411429
544,7,2,1,3,1561.76,91,6090.864,1925,2436.3456
545,4,6,3,9,623.48,75,2431.572,1950,834.504
546,1,3,2,6,2079.0,76,8108.1,1770,3118.5
547,7,2,6,12,1561.76,75,6090.864,1925,1474.020674
548,2,1,1,1,1717.93,92,6699.927,1400,3190.441429
549,7,2,3,5,1561.76,77,6090.864,1925,1664.507368
550,1,3,4,4,2079.0,86,8108.1,1770,2728.6875
551,1,3,1,3,2079.0,99,8108.1,1770,3827.25
552,5,7,5,3,1363.71,83,5318.469,1850,1272.796
553,1,3,3,9,2079.0,85,8108.1,1770,2878.615385
554,2,1,7,6,1717.93,100,6699.927,1400,3221.11875
555,7,2,6,1,1561.76,87,6090.864,1925,1749.1712
556,1,3,5,9,2079.0,82,8108.1,1770,2631.234375
557,2,1,6,9,1717.93,82,6699.927,1400,2032.480563
558,7,2,4,6,1561.76,76,6090.864,1925,1301.466667
559,7,2,4,5,1561.76,87,6090.864,1925,1749.1712
560,7,2,5,9,1561.76,79,6090.864,1925,1579.92
561,7,2,4,12,1561.76,89,6090.864,1925,1714.126829
562,1,3,7,6,2079.0,99,8108.1,1770,3818.571429
563,1,3,5,4,2079.0,82,8108.1,1770,2260.9125
564,7,2,6,12,1561.76,75,6090.864,1925,1899.437838
565,1,3,1,1,2079.0,92,8108.1,1770,3564.0
566,1,3,2,6,2079.0,75,8108.1,1770,2362.5
567,2,1,3,5,1717.93,85,6699.927,1400,1822.681829
568,7,2,6,6,1561.76,75,6090.864,1925,1649.746479
569,4,6,1,3,623.48,97,2431.572,1950,1232.79
570,7,2,7,5,1561.76,98,6090.864,1925,3019.402667
571,1,3,3,6,2079.0,88,8108.1,1770,2574.0
572,2,1,1,3,1717.93,95,6699.927,1400,2863.216667
573,7,2,1,3,1561.76,100,6090.864,1925,3050.88
574,1,3,2,5,2079.0,88,8108.1,1770,1953.759036
575,2,1,3,9,1717.93,76,6699.927,1400,2075.832083
576,1,3,1,1,2079.0,96,8108.1,1770,4209.975
577,7,2,5,1,1561.76,85,6090.864,1925,1411.228916
578,1,3,7,6,2079.0,94,8108.1,1770,3712.5
579,1,3,7,6,2079.0,97,8108.1,1770,3981.06383
580,2,1,1,4,1717.93,97,6699.927,1400,3155.381633
581,1,3,4,5,2079.0,75,8108.1,1770,1801.8
582,7,2,4,4,1561.76,85,6090.864,1925,1470.96
583,1,3,7,5,2079.0,98,8108.1,1770,3803.04878
584,4,6,2,3,623.48,79,2431.572,1950,771.927619
585,1,3,7,6,2079.0,96,8108.1,1770,3898.125
586,2,1,7,5,1717.93,97,6699.927,1400,3070.342979
587,7,2,1,3,1561.76,90,6090.864,1925,2928.3
588,1,3,5,9,2079.0,88,8108.1,1770,2245.32
589,2,1,6,3,1717.93,81,6699.927,1400,1696.979634
590,7,2,4,5,1561.76,76,6090.864,1925,1756.98
591,2,1,1,1,1717.93,99,6699.927,1400,2996.389535
592,2,1,1,4,1717.93,99,6699.927,1400,2839.843469
593,2,1,7,5,1717.93,98,6699.927,1400,3155.381633
594,7,2,5,9,1561.76,77,6090.864,1925,1787.804211
595,5,7,3,5,1363.71,85,5318.469,1850,1247.295732
596,2,1,5,3,1717.93,81,6699.927,1400,2061.516
597,4,6,2,6,623.48,84,2431.572,1950,519.5666667
598,1,3,1,1,2079.0,96,8108.1,1770,3564.0
599,1,3,3,6,2079.0,88,8108.1,1770,2862.885246
600,1,3,7,5,2079.0,100,8108.1,1770,3827.25
601,7,2,2,4,1561.76,88,6090.864,1925,2123.0175
602,1,3,2,5,2079.0,85,8108.1,1770,2606.507463
603,2,1,6,3,1717.93,88,6699.927,1400,1717.93
604,1,3,1,1,2079.0,95,8108.1,1770,4107.292683
605,2,1,5,3,1717.93,81,6699.927,1400,2093.727188
606,7,2,5,9,1561.76,78,6090.864,1925,1797.093699
607,7,2,6,1,1561.76,83,6090.864,1925,1946.193231
608,7,2,7,1,1561.76,94,6090.864,1925,3123.52
609,1,3,5,9,2079.0,83,8108.1,1770,2862.885246
610,2,1,7,1,1717.93,98,6699.927,1400,3050.202245
611,1,3,5,3,2079.0,83,8108.1,1770,2398.846154
612,1,3,7,6,2079.0,90,8108.1,1770,3118.5
613,1,3,4,3,2079.0,83,8108.1,1770,2030.651163
614,7,2,3,6,1561.76,89,6090.864,1925,1677.445926
615,1,3,5,9,2079.0,90,8108.1,1770,2568.176471
616,7,2,2,5,1561.76,80,6090.864,1925,1474.020674
617,1,3,4,3,2079.0,90,8108.1,1770,2574.0
618,2,1,3,3,1717.93,77,6699.927,1400,1660.665667
619,1,3,7,1,2079.0,94,8108.1,1770,3771.209302
620,2,1,3,12,1717.93,76,6699.927,1400,1916.152692
621,2,1,6,3,1717.93,86,6699.927,1400,2122.148824
622,2,1,7,6,1717.93,94,6699.927,1400,3067.732143
623,7,2,5,6,1561.76,90,6090.864,1925,1384.287273
624,1,3,2,6,2079.0,88,8108.1,1770,1892.123596
625,2,1,3,12,1717.93,83,6699.927,1400,1581.276477
626,7,2,4,6,1561.76,87,6090.864,1925,1579.92
627,2,1,3,12,1717.93,86,6699.927,1400,1610.559375
628,2,1,6,3,1717.93,76,6699.927,1400,2254.783125
629,7,2,7,5,1561.76,97,6090.864,1925,2436.3456
630,2,1,5,1,1717.93,78,6699.927,1400,2045.154762
631,7,2,4,6,1561.76,86,6090.864,1925,1822.053333
632,7,2,5,6,1561.76,83,6090.864,1925,2027.957015
633,2,1,7,1,1717.93,96,6699.927,1400,2684.265625
634,2,1,3,3,1717.93,75,6699.927,1400,1924.0816
635,4,6,1,3,623.48,98,2431.572,1950,1010.0376
636,1,3,5,3,2079.0,77,8108.1,1770,2107.094595
637,2,1,7,4,1717.93,99,6699.927,1400,3289.653191
638,1,3,2,5,2079.0,90,8108.1,1770,2635.352113
639,5,7,7,6,1363.71,95,5318.469,1850,2437.268936
640,7,2,3,5,1561.76,90,6090.864,1925,1714.126829
641,2,1,1,4,1717.93,91,6699.927,1400,2800.972826
642,7,2,6,12,1561.76,88,6090.864,1925,1454.052414
643,1,3,3,5,2079.0,81,8108.1,1770,2475.0
644,7,2,7,5,1561.76,99,6090.864,1925,2581.684898
645,2,1,6,5,1717.93,77,6699.927,1400,1891.897595
646,1,3,4,3,2079.0,76,8108.1,1770,1771.875
647,1,3,2,6,2079.0,88,8108.1,1770,2494.8
648,4,6,6,6,623.48,83,2431.572,1950,805.728
649,5,7,6,12,1363.71,86,5318.469,1850,1781.621129
650,7,2,4,9,1561.76,89,6090.864,1925,1602.858947
651,2,1,1,3,1717.93,93,6699.927,1400,2791.63625
652,2,1,2,6,1717.93,90,6699.927,1400,2045.154762
653,1,3,2,5,2079.0,89,8108.1,1770,2165.625
654,4,6,6,9,623.48,88,2431.572,1950,546.4206742
655,4,6,3,3,623.48,76,2431.572,1950,748.176
656,7,2,1,3,1561.76,97,6090.864,1925,2832.96
657,2,1,5,1,1717.93,78,6699.927,1400,1777.168966
658,1,3,4,5,2079.0,78,8108.1,1770,2306.835616
659,2,1,2,6,1717.93,77,6699.927,1400,1867.315217
660,1,3,4,9,2079.0,80,8108.1,1770,2053.646341
661,1,3,4,3,2079.0,80,8108.1,1770,3017.903226
662,1,3,6,9,2079.0,81,8108.1,1770,2328.48
663,5,7,6,9,1363.71,80,5318.469,1850,1541.585217
664,2,1,4,4,1717.93,85,6699.927,1400,1654.302963
665,7,2,7,5,1561.76,92,6090.864,1925,3045.432
666,2,1,7,4,1717.93,91,6699.927,1400,3513.947727
667,1,3,1,3,2079.0,91,8108.1,1770,3771.209302
668,7,2,7,5,1561.76,97,6090.864,1925,3159.84
669,4,6,6,12,623.48,87,2431.572,1950,779.35
670,1,3,4,3,2079.0,89,8108.1,1770,2606.507463
671,1,3,3,5,2079.0,83,8108.1,1770,2659.897059
672,1,3,5,3,2079.0,86,8108.1,1770,2392.273973
673,1,3,5,6,2079.0,85,8108.1,1770,2028.903614
674,7,2,5,9,1561.76,89,6090.864,1925,1859.238095
675,7,2,7,5,1561.76,95,6090.864,1925,2890.917447
676,2,1,3,6,1717.93,83,6699.927,1400,1914.264857
677,1,3,7,6,2079.0,90,8108.1,1770,3436.714286
678,7,2,4,5,1561.76,78,6090.864,1925,1997.00459
679,5,7,3,3,1363.71,76,5318.469,1850,1398.234304
680,1,3,7,5,2079.0,98,8108.1,1770,3367.98
681,1,3,4,5,2079.0,76,8108.1,1770,2923.59375
682,7,2,5,9,1561.76,79,6090.864,1925,1874.112
683,1,3,1,1,2079.0,93,8108.1,1770,4067.608696
684,2,1,2,5,1717.93,86,6699.927,1400,1898.764737
685,1,3,6,12,2079.0,77,8108.1,1770,2009.7
686,5,7,6,3,1363.71,86,5318.469,1850,1715.635161
687,1,3,1,1,2079.0,93,8108.1,1770,4455.0
688,5,7,5,3,1363.71,75,5318.469,1850,1398.234304
689,2,1,3,6,1717.93,88,6699.927,1400,2122.148824
690,4,6,2,3,623.48,89,2431.572,1950,615.8765854
691,1,3,5,6,2079.0,86,8108.1,1770,2079.0
692,7,2,1,3,1561.76,91,6090.864,1925,2677.302857
693,2,1,1,3,1717.93,95,6699.927,1400,3113.748125
694,7,2,5,12,1561.76,86,6090.864,1925,2150.620328
695,1,3,2,5,2079.0,79,8108.1,1770,2826.140625
696,1,3,4,9,2079.0,85,8108.1,1770,2494.8
697,5,7,2,3,1363.71,79,5318.469,1850,1398.234304
698,1,3,7,6,2079.0,92,8108.1,1770,3617.46
699,1,3,2,5,2079.0,79,8108.1,1770,2702.7
700,7,2,5,9,1561.76,76,6090.864,1925,2073.812459
701,2,1,4,6,1717.93,81,6699.927,1400,1563.509326
702,1,3,7,1,2079.0,93,8108.1,1770,4054.05
703,7,2,1,3,1561.76,100,6090.864,1925,2832.96
704,2,1,3,3,1717.93,89,6699.927,1400,2078.141129
705,5,7,5,3,1363.71,90,5318.469,1850,1561.089079
706,7,2,3,5,1561.76,88,6090.864,1925,1756.98
707,7,2,5,9,1561.76,89,6090.864,1925,1421.377079
708,1,3,5,3,2079.0,76,8108.1,1770,2289.531646
709,2,1,7,6,1717.93,95,6699.927,1400,3865.3425
710,1,3,1,1,2079.0,100,8108.1,1770,3898.125
711,4,6,5,12,623.48,84,2431.572,1950,797.2367213
712,1,3,4,3,2079.0,83,8108.1,1770,2631.234375
713,7,2,1,3,1561.76,94,6090.864,1925,2342.64
714,7,2,2,3,1561.76,79,6090.864,1925,2007.977143
715,1,3,6,1,2079.0,89,8108.1,1770,2398.846154
716,5,7,4,3,1363.71,89,5318.469,1850,1241.129326
717,1,3,5,3,2079.0,89,8108.1,1770,2179.192771
718,4,6,6,12,623.48,83,2431.572,1950,671.44
719,7,2,1,3,1561.76,98,6090.864,1925,2733.08
720,1,3,5,3,2079.0,90,8108.1,1770,1834.411765
721,1,3,7,6,2079.0,93,8108.1,1770,3712.5
722,7,2,7,5,1561.76,90,6090.864,1925,2492.170213
723,1,3,3,6,2079.0,75,8108.1,1770,2716.112903
724,1,3,4,5,2079.0,86,8108.1,1770,2547.507042
725,7,2,5,4,1561.76,85,6090.864,1925,1521.194805
726,1,3,1,1,2079.0,92,8108.1,1770,4067.608696
727,1,3,5,3,2079.0,86,8108.1,1770,2782.661538
728,1,3,6,12,2079.0,78,8108.1,1770,2792.686567
729,4,6,2,6,623.48,88,2431.572,1950,717.4290411
730,1,3,3,5,2079.0,77,8108.1,1770,1999.038462
731,2,1,2,3,1717.93,87,6699.927,1400,2032.480563
732,7,2,2,4,1561.76,85,6090.864,1925,1446.074074
733,5,7,5,12,1363.71,76,5318.469,1850,1472.8068
734,4,6,2,6,623.48,89,2431.572,1950,858.562623
735,7,2,5,9,1561.76,85,6090.864,1925,1482.683544
736,7,2,1,1,1561.76,99,6090.864,1925,2915.285333
737,7,2,7,4,1561.76,100,6090.864,1925,2811.168
738,1,3,2,5,2079.0,75,8108.1,1770,2494.8
739,7,2,6,9,1561.76,87,6090.864,1925,1845.716364
740,7,2,4,5,1561.76,89,6090.864,1925,2037.078261
741,7,2,4,6,1561.76,85,6090.864,1925,1646.179459
742,1,3,1,1,2079.0,93,8108.1,1770,4206.348837
743,1,3,6,12,2079.0,81,8108.1,1770,1856.25
744,4,6,6,9,623.48,88,2431.572,1950,797.6876471
745,2,1,3,9,1717.93,87,6699.927,1400,2147.4125
746,1,3,2,6,2079.0,79,8108.1,1770,2027.025
747,2,1,5,4,1717.93,82,6699.927,1400,1982.226923
748,1,3,4,5,2079.0,90,8108.1,1770,2568.176471
749,4,6,5,6,623.48,78,2431.572,1950,661.4970732
750,1,3,1,1,2079.0,98,8108.1,1770,3803.04878
751,2,1,5,6,1717.93,78,6699.927,1400,1992.7988
752,1,3,2,5,2079.0,81,8108.1,1770,2227.5
753,1,3,1,1,2079.0,98,8108.1,1770,3742.2
754,1,3,6,9,2079.0,83,8108.1,1770,2598.75
755,1,3,7,4,2079.0,94,8108.1,1770,4365.9
756,1,3,7,5,2079.0,97,8108.1,1770,3492.72
757,7,2,1,3,1561.76,96,6090.864,1925,2717.4624
758,1,3,4,3,2079.0,84,8108.1,1770,2210.582278
759,2,1,2,6,1717.93,89,6699.927,1400,1758.351882
760,1,3,1,3,2079.0,97,8108.1,1770,3981.06383
761,4,6,3,6,623.48,85,2431.572,1950,623.48
762,1,3,2,6,2079.0,89,8108.1,1770,2205.768293
763,4,6,4,3,623.48,90,2431.572,1950,837.5104478
764,2,1,4,9,1717.93,82,6699.927,1400,1779.284643
765,7,2,2,5,1561.76,75,6090.864,1925,1756.98
766,7,2,5,9,1561.76,90,6090.864,1925,1437.529091
767,1,3,3,5,2079.0,80,8108.1,1770,2751.617647
768,7,2,5,6,1561.76,82,6090.864,1925,2007.977143
769,7,2,5,9,1561.76,78,6090.864,1925,1719.912911
770,1,3,4,6,2079.0,90,8108.1,1770,2254.337349
771,2,1,3,5,1717.93,81,6699.927,1400,1621.417079
772,1,3,1,3,2079.0,94,8108.1,1770,3248.4375
773,1,3,6,9,2079.0,84,8108.1,1770,2079.0
774,2,1,5,3,1717.93,87,6699.927,1400,2122.148824
775,5,7,4,5,1363.71,89,5318.469,1850,1255.233068
776,1,3,4,4,2079.0,88,8108.1,1770,2871.0
777,2,1,3,5,1717.93,83,6699.927,1400,1784.004231
778,7,2,6,5,1561.76,76,6090.864,1925,1649.746479
779,2,1,7,6,1717.93,99,6699.927,1400,3736.49775
780,7,2,2,3,1561.76,84,6090.864,1925,1797.093699
781,1,3,5,3,2079.0,79,8108.1,1770,2673.0
782,1,3,2,6,2079.0,86,8108.1,1770,2051.644737
783,1,3,1,1,2079.0,92,8108.1,1770,3969.0
784,1,3,5,6,2079.0,88,8108.1,1770,2054.541176
785,2,1,5,1,1717.93,84,6699.927,1400,2135.141571
786,1,3,5,3,2079.0,80,8108.1,1770,2187.0
787,1,3,2,6,2079.0,90,8108.1,1770,2259.782609
788,5,7,4,5,1363.71,80,5318.469,1850,1222.636552
789,7,2,1,3,1561.76,91,6090.864,1925,2971.153171
790,7,2,5,9,1561.76,90,6090.864,1925,1488.265412
791,2,1,5,6,1717.93,88,6699.927,1400,1887.30338
792,1,3,5,9,2079.0,90,8108.1,1770,2107.094595
793,2,1,3,9,1717.93,82,6699.927,1400,1717.93
794,1,3,7,5,2079.0,99,8108.1,1770,3492.72
795,2,1,5,1,1717.93,88,6699.927,1400,1908.811111
796,2,1,4,9,1717.93,85,6699.927,1400,2254.783125
797,1,3,2,5,2079.0,77,8108.1,1770,2107.094595
798,1,3,1,1,2079.0,94,8108.1,1770,3492.72
799,1,3,1,3,2079.0,93,8108.1,1770,3543.75
800,7,2,1,3,1561.76,96,6090.864,1925,2581.684898
801,2,1,1,1,1717.93,100,6699.927,1400,3070.342979
802,7,2,6,12,1561.76,83,6090.864,1925,1474.020674
803,2,1,6,3,1717.93,78,6699.927,1400,2135.141571
804,2,1,1,3,1717.93,94,6699.927,1400,2629.484694
805,1,3,2,6,2079.0,77,8108.1,1770,2444.22973
806,1,3,3,5,2079.0,75,8108.1,1770,2598.75
807,2,1,1,1,1717.93,93,6699.927,1400,3321.331333
808,1,3,7,5,2079.0,90,8108.1,1770,3742.2
809,5,7,1,3,1363.71,99,5318.469,1850,2130.796875
810,1,3,7,5,2079.0,100,8108.1,1770,4521.825
811,1,3,4,5,2079.0,86,8108.1,1770,1930.5
812,7,2,7,5,1561.76,96,6090.864,1925,2928.3
813,2,1,4,6,1717.93,85,6699.927,1400,1697.719059
814,2,1,3,6,1717.93,86,6699.927,1400,2174.255156
815,2,1,3,6,1717.93,78,6699.927,1400,1840.639286
816,7,2,6,5,1561.76,89,6090.864,1925,1582.042597
817,2,1,3,5,1717.93,90,6699.927,1400,1717.93
818,1,3,5,3,2079.0,88,8108.1,1770,2699.597015
819,7,2,6,12,1561.76,83,6090.864,1925,1454.052414
820,2,1,6,6,1717.93,79,6699.927,1400,1761.421899
821,1,3,5,9,2079.0,85,8108.1,1770,1984.5
822,1,3,5,9,2079.0,75,8108.1,1770,1907.788235
823,1,3,6,9,2079.0,82,8108.1,1770,2338.875
824,1,3,1,3,2079.0,100,8108.1,1770,4365.9
825,1,3,7,5,2079.0,99,8108.1,1770,4351.395349
826,2,1,5,1,1717.93,75,6699.927,1400,2047.396027
827,7,2,3,5,1561.76,84,6090.864,1925,1979.695775
828,2,1,6,1,1717.93,84,6699.927,1400,1861.090833
829,7,2,3,5,1561.76,88,6090.864,1925,1715.736338
830,1,3,5,6,2079.0,77,8108.1,1770,2631.234375
831,1,3,5,9,2079.0,82,8108.1,1770,2530.956522
832,1,3,5,9,2079.0,79,8108.1,1770,1973.734177
833,1,3,4,9,2079.0,79,8108.1,1770,1962.202247
834,7,2,3,9,1561.76,80,6090.864,1925,1617.537143
835,7,2,7,5,1561.76,90,6090.864,1925,2941.92
836,1,3,5,6,2079.0,82,8108.1,1770,2133.710526
837,4,6,5,1,623.48,85,2431.572,1950,537.4827586
838,1,3,7,5,2079.0,98,8108.1,1770,3389.673913
839,1,3,5,6,2079.0,87,8108.1,1770,2728.6875
840,2,1,6,12,1717.93,85,6699.927,1400,2135.141571
841,1,3,7,6,2079.0,98,8108.1,1770,4252.5
842,1,3,5,6,2079.0,83,8108.1,1770,2711.73913
843,2,1,5,9,1717.93,83,6699.927,1400,1658.691034
844,4,6,6,5,623.48,86,2431.572,1950,919.8885246
845,1,3,5,3,2079.0,88,8108.1,1770,2079.0
846,1,3,7,6,2079.0,99,8108.1,1770,3525.26087
847,2,1,3,6,1717.93,77,6699.927,1400,2208.767143
848,7,2,4,5,1561.76,90,6090.864,1925,2067.035294
849,1,3,2,5,2079.0,89,8108.1,1770,2349.0
850,2,1,6,9,1717.93,75,6699.927,1400,1932.67125
851,1,3,5,9,2079.0,75,8108.1,1770,2598.75
852,7,2,6,5,1561.76,86,6090.864,1925,1634.4
853,7,2,5,6,1561.76,82,6090.864,1925,1822.053333
854,1,3,7,6,2079.0,91,8108.1,1770,3660.847826
855,2,1,5,6,1717.93,81,6699.927,1400,2319.2055
856,7,2,6,5,1561.76,85,6090.864,1925,1656.989268
857,2,1,1,3,1717.93,100,6699.927,1400,2960.687872
858,7,2,6,1,1561.76,78,6090.864,1925,1998.134118
859,7,2,7,1,1561.76,90,6090.864,1925,2707.050667
860,2,1,1,3,1717.93,93,6699.927,1400,3179.998085
861,1,3,7,4,2079.0,94,8108.1,1770,3969.0
862,1,3,5,6,2079.0,78,8108.1,1770,2405.7
863,7,2,6,12,1561.76,88,6090.864,1925,2108.376
864,1,3,7,5,2079.0,91,8108.1,1770,3715.659574
865,1,3,5,9,2079.0,87,8108.1,1770,2009.7
866,1,3,6,3,2079.0,82,8108.1,1770,1792.241379
867,4,6,3,12,623.48,76,2431.572,1950,615.2763158
868,7,2,5,6,1561.76,86,6090.864,1925,1581.282
869,2,1,5,3,1717.93,82,6699.927,1400,1916.152692
870,1,3,5,3,2079.0,88,8108.1,1770,2494.8
871,1,3,2,6,2079.0,76,8108.1,1770,1977.585366
872,7,2,7,5,1561.76,94,6090.864,1925,2832.96
873,7,2,6,1,1561.76,85,6090.864,1925,1732.911781
874,1,3,5,6,2079.0,79,8108.1,1770,1801.8
875,1,3,1,3,2079.0,90,8108.1,1770,4677.75
876,2,1,4,3,1717.93,84,6699.927,1400,1898.764737
877,1,3,5,6,2079.0,77,8108.1,1770,2165.625
878,7,2,5,3,1561.76,77,6090.864,1925,1561.76
879,7,2,7,1,1561.76,91,6090.864,1925,2981.541818
880,7,2,5,6,1561.76,83,6090.864,1925,1861.275616
881,7,2,4,5,1561.76,79,6090.864,1925,1715.736338
882,4,6,5,6,623.48,75,2431.572,1950,935.22
883,1,3,2,5,2079.0,84,8108.1,1770,2079.0
884,1,3,5,9,2079.0,83,8108.1,1770,2032.280899
885,2,1,4,5,1717.93,78,6699.927,1400,2335.311094
886,1,3,5,6,2079.0,84,8108.1,1770,2436.328125
887,1,3,2,6,2079.0,80,8108.1,1770,1842.75
888,7,2,4,5,1561.76,80,6090.864,1925,1726.155789
889,7,2,6,9,1561.76,85,6090.864,1925,1691.906667
890,1,3,2,6,2079.0,84,8108.1,1770,2826.140625
891,2,1,2,6,1717.93,77,6699.927,1400,1717.93
892,1,3,3,9,2079.0,81,8108.1,1770,2430.0
893,7,2,4,5,1561.76,85,6090.864,1925,1561.76
894,7,2,4,5,1561.76,86,6090.864,1925,2007.977143
895,1,3,1,3,2079.0,98,8108.1,1770,3603.6
896,7,2,1,3,1561.76,93,6090.864,1925,2733.08
897,7,2,6,5,1561.76,76,6090.864,1925,1421.377079
898,7,2,1,3,1561.76,93,6090.864,1925,3396.828
899,7,2,6,9,1561.76,89,6090.864,1925,2108.376
900,7,2,5,12,1561.76,76,6090.864,1925,1602.858947
901,1,3,5,9,2079.0,79,8108.1,1770,1949.0625
902,2,1,3,9,1717.93,87,6699.927,1400,1761.421899
903,1,3,1,1,2079.0,99,8108.1,1770,3796.434783
904,1,3,2,5,2079.0,80,8108.1,1770,2032.280899
905,1,3,7,5,2079.0,96,8108.1,1770,3803.04878
906,2,1,2,3,1717.93,86,6699.927,1400,2161.266774
907,1,3,1,4,2079.0,96,8108.1,1770,3389.673913
